id,designation,appmag,absmag,b-v; interpret as bprp,ra,dec,ly,parallax,parsec,from earth X,from earth Y,from earth Z,galactic l,galactic b
132,* mu. Gem,2.11,-2.146986725969533,2.948,95.74011191666666,22.51358275,231.64488636363632,14.08,71.02272727272727,-6.562072549428762,65.28101695917141,27.19477556238708,189.5678038677455,3.8902873397873052
133,* mu. Ori,4.073,0.689260500858436,0.256,90.5958195,9.647272777777777,154.9434679334917,21.05,47.50593824228029,-0.4870197400416118,46.8315820299252,7.961149705070617,198.5318828065792,-6.584644810779456
134,* mu. Ser,3.483,-0.09710357880760068,0.008,237.405029,-3.430204388888889,169.60790431617264,19.23,52.002080083203325,-27.96316811499498,-43.73324397478152,-3.1114198358074865,4.426271979261595,37.576557638864564
135,* mu.01 Cyg,4.593,2.7144104791783414,0.616,326.03578730000004,28.742606119444446,77.47173396674584,42.1,23.752969121140143,17.273087243014057,-11.63515366190938,11.422223882800537,80.34246409167778,-18.2630734251462
136,* nu. Oct,3.389,1.948761253746873,1.255,325.36892514797165,-77.39000876162001,63.31011778590451,51.5172,19.410992833461446,3.4868830796611685,-2.4082316903780936,-18.942774593362053,314.2801155268759,-35.01621512256355
137,* ome Sgr,4.488,2.640947805679855,0.925,298.95984395829544,-26.29935924974028,76.35470632715217,42.7159,23.410486493319816,10.161977355570428,-18.363032296497927,-10.3722774238138,14.688553730391082,-24.765758266062107
138,* phi Dra,4.172,-0.6669214835100927,-0.029,275.189301,71.33781941666666,302.8375116063138,10.77,92.85051067780873,2.687261228072271,-29.589244260114377,87.9685886230833,101.87212522001907,28.010204091736163
139,* phi Sgr,3.091,-1.4851894546989515,-0.054,281.41412309412124,-26.99078264511139,268.3263130182967,12.1552,82.26931683559299,14.50767744862429,-71.85864103812322,-37.337695373389295,7.835631913247675,-10.4931490841282
140,* rho Ari,5.473,2.650286701811872,0.616,44.109048861047086,18.023240330170278,119.66524433421264,27.2557,36.68957319019508,25.051057343605354,24.283836384307254,11.351854355402597,160.0525815249242,-35.87087301623886
141,* rho Per,2.622,-2.251470673676149,2.985,46.29414104166667,38.84027619444445,307.6943396226415,10.6,94.33962264150944,50.77207783126353,53.1190685958718,59.16523526823488,149.39213997075078,-17.230947954059168
142,* sig Sgr,2.015,-2.2052849101408154,-0.121,283.81636041666667,-26.296724111111114,227.7625698324022,14.32,69.83240223463686,14.950883022537777,-60.79414843800198,-30.937146190375863,9.393505556369613,-12.154327068794599
143,* tau02 Lup,4.25,-0.7027455210065305,0.584,216.54505741666668,-45.379278416666665,319.1350293542074,10.22,97.84735812133073,-55.21612268339761,-40.9250179843416,-69.64501554395152,319.6499791950565,14.549907045940259
144,* tet Aur,2.572,-0.9556688691920354,-0.041,89.93029216666667,37.21258463888889,165.56142131979695,19.7,50.76142131979696,0.049183823779564186,40.4262189444784,30.699190497641965,174.18894529755917,6.455996737461808
145,* tet Cen,1.725,0.44450775242589446,1.221,211.6706146666667,-36.36995475,58.81983769161406,55.45,18.034265103697024,-12.358776547200742,-7.6241825079620895,-10.694260197511092,319.19807246396783,24.27021722324244
146,* tet Peg,3.5,1.327338223257256,0.139,332.5499525505046,6.197921588205,88.70696642170594,36.7678,27.19771104063882,23.994528645772387,-12.46418483237991,2.9363544373194745,67.0678962802966,-38.58129555561862
147,* tet PsA,4.969,0.003468539739503562,0.104,326.9339580445834,-30.8983062925,321.01968503937,10.16,98.42519685039369,70.77828261728466,-46.08002949006479,-50.542902241375984,16.024901986041787,-49.66597773766625
148,* tet Sco,1.743,-3.0778508737358594,0.616,264.32970770833333,-42.997828,300.3278084714549,10.86,92.08103130755065,-6.654059048462005,-67.01665429715028,-62.79655939347275,346.98735538879555,-5.709506870374335
149,* tet01 Eri,3.124,-0.3812218181880138,0.243,44.56531815678,-40.30467763811,163.8587871206298,19.9047,50.23939069666964,27.29637444168387,26.885310195523473,-32.497452447884044,248.13076047983546,-60.865715818510765
150,* ups Car,2.92,-5.299870714034386,0.398,146.77550708333334,-65.07200741666666,1436.8105726872247,2.27,440.5286343612335,-155.3215076523914,101.73440254926722,-399.48819543348856,284.91759283056285,-8.775723442338728
151,* ups01 Hya,3.821,-0.5882883710888742,1.132,147.86947907884206,-14.846628713346945,248.47519864699115,13.1263,76.18293045260279,-62.36084593364696,39.16519123788962,-19.520542566373393,250.9287859377367,29.324399512042056
152,* zet Aqr,3.55,1.30114176527547,0.584,337.20794520833334,-0.019942833333333333,91.87492957746478,35.5,28.169014084507044,25.96948799107087,-10.912330266352422,-0.009804735121548898,64.95101565136629,-46.18721627891228
153,* zet Boo,3.731,0.07388985941421611,0.115,220.28729825,13.72830463888889,175.73060344827584,18.56,53.87931034482759,-39.925629983053916,-33.84418268488009,12.78653401367917,10.683644803669088,61.40054791063149
154,* zet Her,2.635,2.484873650608575,0.809,250.32150433333334,31.602718694444444,34.950278611230175,93.32,10.715816545220747,-3.0733364420652176,-8.593657435726826,5.6153699096388685,52.679241130641145,40.48721864022114
155,* zet Sge,4.984,0.5183527223932689,0.14,297.2444157416667,19.142042100277777,255.0086004691165,12.79,78.18608287724786,33.813568897198074,-65.66882353091866,25.63809139127507,56.31527819220803,-3.221239996856094
156,* zet Sgr,2.538,0.3778345341157707,0.176,285.6530426666667,-29.880063305555556,88.19794483504597,36.98,27.041644131963224,6.326267888707555,-22.57742807865032,-13.47177023681078,6.680465439728194,-15.072597966090905
157,* zet02 Aqr,4.23,1.919536019279851,0.627,337.2078700438454,-0.019964649560277777,94.5187932883183,34.507,28.97962732199264,26.71679124115375,-11.226386931254487,-0.010097918155227589,64.95092067836184,-46.18717381295566
158,* 94 Aqr,4.96,2.9375858222776516,0.948,349.77799665901,-13.458840554,82.77671888919062,39.4019,25.379486776018418,24.290727054861346,-4.380222687624847,-5.906993936609153,60.08411470961373,-64.3116725570534
159,* f Eri,4.223,0.6964331213972161,0.044,57.1494885,-37.62015041666667,165.47742262810755,19.71,50.735667174023334,21.799103344217745,33.76018649677829,-30.970257097481973,240.2934443373714,-51.692472004722326
160,HD 3443,5.375,4.4372270143637795,0.886,9.336331666666666,-24.767273416666665,50.23194209148313,64.93,15.401201293700908,13.799298561572282,2.2687076165564823,-6.452079219000819,65.26035617520215,-85.91539632685286
161,HD 8556,5.822,2.478123905103662,0.573,21.085425570416668,-6.9146592983333335,152.125,21.44,46.64179104477612,43.20236201197658,16.657779606982412,-5.615244163514251,144.93974525739551,-68.53703860270195
162,HD 15524,5.779,2.0915402132462892,0.586,37.634805544835004,25.23502857144639,178.20395139435263,18.3024,54.63764315062505,39.13931096365975,30.179221441027487,23.29379701891504,149.36354594011723,-32.6705895928293
163,HD 15755,5.445,0.862889311779071,1.352,38.21924858264416,34.54238373884611,269.0589914288778,12.1221,82.49395731762648,53.38552200470078,42.03931205509046,46.77537040091414,145.38087898112173,-24.031398545442535
164,HD 16247,5.454,0.7868035820508883,1.296,39.14612489803,7.730027912975,279.8109177011573,11.6563,85.79051671628218,65.92924020073771,53.667426160155365,11.539298693785295,162.55865172106024,-47.08635559450952
165,HD 23985,5.17,1.4110928059503731,0.335,57.578921750000006,25.579374416666667,184.1648785996612,17.71,56.46527385657821,27.306012666852332,42.992423113251284,24.379507353251643,165.9094289064221,-22.193516778786094
166,HD 31093,5.781,1.207452891150325,0.175,72.86756850958332,-34.90628724166667,268.0,12.17,82.16926869350863,19.850690442141868,64.39595746251256,-47.02020277585526,237.35537509848845,-38.911789717725085
167,HD 38089,5.862,2.369320365716499,0.596,85.7246422625,-6.796168401388889,162.91508491508492,20.02,49.95004995004995,3.6976029871940654,49.46105223573382,-5.910967255499673,211.1165467760564,-18.57160053273375
168,HD 59380,5.737,3.37086031807697,0.653,112.35692077661459,-7.551236129443333,96.9735531538496,33.6335,29.732260989786973,-11.211334401512266,27.258890876625017,-3.9071975479268124,223.84079458326354,4.692657042519676
169,HD 80024,5.882,1.1854892017680578,0.269,139.60795416666667,35.364075750000005,283.61391304347825,11.5,86.95652173913044,-54.008772601437435,45.95214123421594,50.32782402453692,188.63946516866662,43.99540450704242
170,HD 83520,5.413,1.140535857048313,0.209,144.30271641666667,-53.66850944444444,233.30185979971384,13.98,71.5307582260372,-34.41632187170487,24.728161934781344,-57.62537781691525,276.402095551852,-1.0488122191030225
171,HD 89571,5.445,2.2582604395387733,0.354,157.4234569110575,84.2519302374486,141.50548830751873,23.049,43.38583018786064,-4.012297546531534,1.6682313404130014,43.167681587998686,126.84479937864668,31.614875109860698
172,HD 91889,5.583,3.6147724481025962,0.691,159.1349247342175,-12.230122233405,80.73667924995358,40.3975,24.75400705489201,-22.605723885740517,8.61650156486543,-5.243854847149718,258.41463360956203,38.730401552513236
173,HD 111456,5.716,3.625776721536591,0.647,192.16436250142752,60.31973274343361,85.40239064688862,38.1905,26.184522328851415,-12.674401706891883,-2.732051867376518,22.749167975036336,123.79186763916869,56.67584567309497
174,HD 136138,5.372,-0.17025696209841445,1.194,229.60211337639,20.57276303647,418.67474519267796,7.7902,128.36640907807245,-77.88771133076536,-91.52459082663442,45.10752351073546,29.94245179599972,56.14866399580529
175,HD 155826,5.802,3.2166464772285814,0.76,258.89959221571786,-38.59393580577028,107.27439571897025,30.4039,32.89051733494716,-4.949300205829826,-25.225843636152256,-20.517001995355685,348.351802873813,0.1565985264900893
176,HD 156384,5.538,6.364073199551647,1.285,259.7381867916667,-34.98976155555555,22.295167133775376,146.29,6.835737234260715,-0.9976571849688478,-5.510627666492451,-3.919817138391321,351.6796081991366,1.6967907555672443
177,HD 171130,5.687,1.3526338589400773,0.095,278.4125871534596,-14.853614394821388,240.04828109015168,13.5871,73.59922279220731,10.407781868662754,-70.37437707293309,-18.86718643009427,17.543475793369876,-2.600275377999126
178,HD 186185,5.377,2.5855385047061943,0.638,295.88978218164624,-15.470021153739445,117.95535753034268,27.6508,36.16531890578211,15.219158486895244,-31.356850251198104,-9.646525220597457,24.366275024777384,-18.095217095007857
179,HD 189340,5.722,4.079382324469115,0.76,299.9470011793075,-9.95823178752611,69.49425561654108,46.9328,21.30706030750349,10.476208990161819,-18.184150592886937,-3.6846344943906084,31.39758515687101,-19.405012417791326
180,HD 213135,5.868,2.858907046504091,0.49,337.4418930886079,-27.107261744712503,130.3899032138131,25.0139,39.977772358568636,32.863733712710335,-13.65166796969506,-18.21618101740325,24.387893123733033,-58.32024556425605
181,V* R Dor,4.688,1.001441721508482,2.719,69.18996362499999,-62.077165944444445,178.12998361551064,18.31,54.614964500273075,9.08612081071241,23.906766071907374,-48.25663987434605,272.735966536638,-39.35795421744424
